frame_number,landmark,x,y,z
0,NOSE,-0.023920254781842232,-0.6285610198974609,-0.05487026646733284
0,LEFT_EYE_INNER,-0.015381772071123123,-0.6639493107795715,-0.046188343316316605
0,LEFT_EYE,-0.014808676205575466,-0.6643928289413452,-0.045572973787784576
0,LEFT_EYE_OUTER,-0.01524465810507536,-0.6645327210426331,-0.0454549640417099
0,RIGHT_EYE_INNER,-0.04077082872390747,-0.6608125567436218,-0.031407956033945084
0,RIGHT_EYE,-0.04034287855029106,-0.6617085933685303,-0.03237248584628105
0,RIGHT_EYE_OUTER,-0.04033876210451126,-0.6628468632698059,-0.03131628409028053
0,LEFT_EAR,0.06518178433179855,-0.6497130990028381,0.01948392391204834
0,RIGHT_EAR,-0.05292974412441254,-0.6436395049095154,0.07274075597524643
0,MOUTH_LEFT,0.010741439647972584,-0.6042086482048035,-0.0325227789580822
0,MOUTH_RIGHT,-0.023644689470529556,-0.5997011661529541,-0.01622888073325157
0,LEFT_SHOULDER,0.1507505178451538,-0.49490711092948914,-0.03326105698943138
0,RIGHT_SHOULDER,-0.10369236767292023,-0.47032320499420166,0.14266985654830933
0,LEFT_ELBOW,0.07744108140468597,-0.4437852203845978,-0.19167464971542358
0,RIGHT_ELBOW,-0.28508296608924866,-0.3706848621368408,0.020857831463217735
0,LEFT_WRIST,-0.08650565892457962,-0.542015552520752,-0.29816558957099915
0,RIGHT_WRIST,-0.37198007106781006,-0.4740113914012909,-0.22919616103172302
0,LEFT_PINKY,-0.13197767734527588,-0.5445830821990967,-0.32526469230651855
0,RIGHT_PINKY,-0.3816206455230713,-0.4956861138343811,-0.2677922248840332
0,LEFT_INDEX,-0.13502579927444458,-0.5669171214103699,-0.32488128542900085
0,RIGHT_INDEX,-0.3653007745742798,-0.5228725671768188,-0.2601843774318695
0,LEFT_THUMB,-0.0985971987247467,-0.5506702065467834,-0.2958935797214508
0,RIGHT_THUMB,-0.359622597694397,-0.4854658544063568,-0.2348044514656067
0,LEFT_HIP,0.08996323496103287,-0.0003010934451594949,-0.05963496118783951
0,RIGHT_HIP,-0.0902319997549057,-0.00010681350249797106,0.06012421101331711
0,LEFT_KNEE,0.11016785353422165,0.4051554799079895,-0.09925886988639832
0,RIGHT_KNEE,-0.07795567810535431,0.3927185535430908,0.06847373396158218
0,LEFT_ANKLE,0.2181052565574646,0.7751393914222717,-0.11351196467876434
0,RIGHT_ANKLE,-0.047335073351860046,0.7929101586341858,0.0902201235294342
0,LEFT_HEEL,0.2296086996793747,0.8235424160957336,-0.12378782778978348
0,RIGHT_HEEL,-0.051071442663669586,0.8427554368972778,0.08468737453222275
0,LEFT_FOOT_INDEX,0.16761966049671173,0.8776329159736633,-0.24576032161712646
0,RIGHT_FOOT_INDEX,-0.15874388813972473,0.8820937871932983,-0.0027793697081506252
1,NOSE,-0.028888199478387833,-0.6389300227165222,-0.08408604562282562
1,LEFT_EYE_INNER,-0.020793579518795013,-0.6732606291770935,-0.07374083250761032
1,LEFT_EYE,-0.02017468586564064,-0.6737053990364075,-0.07316029816865921
1,LEFT_EYE_OUTER,-0.020525196567177773,-0.6739038825035095,-0.0730278417468071
1,RIGHT_EYE_INNER,-0.046372149139642715,-0.6692943572998047,-0.05919326841831207
1,RIGHT_EYE,-0.0458974689245224,-0.6700782179832458,-0.060141436755657196
1,RIGHT_EYE_OUTER,-0.0458688847720623,-0.6712812185287476,-0.0591825395822525
1,LEFT_EAR,0.0583430677652359,-0.6554247140884399,-0.009154104627668858
1,RIGHT_EAR,-0.0598720945417881,-0.6467105150222778,0.045522067695856094
1,MOUTH_LEFT,0.005520149599760771,-0.6136184930801392,-0.06351740658283234
1,MOUTH_RIGHT,-0.028962085023522377,-0.6081692576408386,-0.04639088362455368
1,LEFT_SHOULDER,0.1472754031419754,-0.49653905630111694,-0.06638570129871368
1,RIGHT_SHOULDER,-0.11294809728860855,-0.47012245655059814,0.11263442039489746
1,LEFT_ELBOW,0.07379696518182755,-0.44974127411842346,-0.2538813054561615
1,RIGHT_ELBOW,-0.281326025724411,-0.36207112669944763,-0.010779052972793579
1,LEFT_WRIST,-0.10477535426616669,-0.5323870182037354,-0.37291738390922546
1,RIGHT_WRIST,-0.37191808223724365,-0.4540991187095642,-0.2664877474308014
1,LEFT_PINKY,-0.1557909995317459,-0.5269894599914551,-0.40603604912757874
1,RIGHT_PINKY,-0.3821447193622589,-0.4761279821395874,-0.30613335967063904
1,LEFT_INDEX,-0.16525998711585999,-0.547182023525238,-0.4007609784603119
1,RIGHT_INDEX,-0.36846524477005005,-0.5018836259841919,-0.3033178746700287
1,LEFT_THUMB,-0.12072806805372238,-0.5385677814483643,-0.3699849545955658
1,RIGHT_THUMB,-0.36018070578575134,-0.4645007252693176,-0.2752232253551483
1,LEFT_HIP,0.09021806716918945,-0.00022559487842954695,-0.0588654950261116
1,RIGHT_HIP,-0.09043539315462112,-0.0001915157918119803,0.059404920786619186
1,LEFT_KNEE,0.10689301788806915,0.4069138765335083,-0.08529610186815262
1,RIGHT_KNEE,-0.0794302299618721,0.39483773708343506,0.08123919367790222
1,LEFT_ANKLE,0.19869230687618256,0.7764918208122253,-0.07622510939836502
1,RIGHT_ANKLE,-0.047532711178064346,0.7928398847579956,0.12813811004161835
1,LEFT_HEEL,0.20805637538433075,0.8245750665664673,-0.08407007902860641
1,RIGHT_HEEL,-0.05114716663956642,0.842518150806427,0.12511228024959564
1,LEFT_FOOT_INDEX,0.15425103902816772,0.8803543448448181,-0.2073206752538681
1,RIGHT_FOOT_INDEX,-0.15723741054534912,0.882315993309021,0.0365399532020092
2,NOSE,-0.030940894037485123,-0.6434528231620789,-0.09438442438840866
2,LEFT_EYE_INNER,-0.022942818701267242,-0.6773171424865723,-0.08402156829833984
2,LEFT_EYE,-0.02230636216700077,-0.6777696013450623,-0.0834461972117424
2,LEFT_EYE_OUTER,-0.022623490542173386,-0.6779842376708984,-0.08331353217363358
2,RIGHT_EYE_INNER,-0.04850924760103226,-0.6731416583061218,-0.06946443766355515
2,RIGHT_EYE,-0.0480191707611084,-0.6738836169242859,-0.07040992379188538
2,RIGHT_EYE_OUTER,-0.047981563955545425,-0.6751137375831604,-0.06946764141321182
2,LEFT_EAR,0.055563416332006454,-0.6580245494842529,-0.02024134062230587
2,RIGHT_EAR,-0.062247905880212784,-0.6484411954879761,0.03497806191444397
2,MOUTH_LEFT,0.0033044181764125824,-0.6177986860275269,-0.07425697147846222
2,MOUTH_RIGHT,-0.031100526452064514,-0.6121228933334351,-0.056902140378952026
